id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4466865,Rental unit in ウィーン · ★4.81 · 1 bedroom · 2 beds · 1 bath,23176034,Yoko,,Rudolfsheim-Fnfhaus,48.19742,16.3381,Entire home/apt,84,14,28,2023-01-31,0.26,1,43,1,
4480330,Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,13785312,Christiane,,Margareten,48.18735,16.34632,Private room,56,3,20,2023-05-21,0.20,1,280,6,
4481159,Condo in Vienna · ★4.77 · 1 bedroom · 1 bed · 1 bath,23251493,Barbara,,Landstra§e,48.21026,16.39137,Entire home/apt,35,95,35,2019-12-15,0.35,2,242,0,
3880600,Rental unit in Vienna · ★4.95 · 3 bedrooms · 3 beds · 3.5 baths,14070533,Prestige Apartments Sabrina,,Innere Stadt,48.20883861014699,16.369965877328873,Entire home/apt,464,2,42,2023-09-05,0.39,55,60,35,
3888674,Townhouse in Vienna · ★4.56 · 1 bedroom · 1 bed · 1 private bath,20116467,Leila,,Donaustadt,48.24049,16.45425,Private room,40,14,33,2022-08-26,0.30,2,239,0,
4483937,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,21081862,Berk Cem,,Josefstadt,48.21416,16.35022,Private room,25,1,0,,,1,0,0,
3901101,Rental unit in Vienna · ★4.75 · 1 bedroom · 2 beds · 1 bath,20200688,Julia,,Neubau,48.20037,16.35006,Private room,22,3,12,2017-09-02,0.13,1,0,0,
4499243,Rental unit in Vienna · ★4.83 · 1 bedroom · 1 bed · 1 bath,1499679,Patrick,,Alsergrund,48.22968,16.35412,Entire home/apt,45,30,30,2023-06-30,0.30,3,4,2,
4499950,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,23341129,Michael,,Josefstadt,48.20665,16.34808,Entire home/apt,100,2,2,2015-05-19,0.02,1,0,0,
3902216,Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 1 bath,11073147,Philipp,,Margareten,48.19305,16.36106,Entire home/apt,81,2,117,2023-08-23,1.06,1,59,29,
4502759,Home in Vienna · ★4.58 · 2 bedrooms · 2 beds · 1 bath,23351661,Samuel,,Liesing,48.139977,16.260748,Entire home/apt,107,1,24,2023-08-19,2.23,1,222,24,
3913417,Rental unit in Vienna · ★4.67 · 3 bedrooms · 4 beds · 1 bath,11271979,Patrick,,Dbling,48.24105,16.34724,Entire home/apt,75,3,3,2016-12-04,0.04,1,0,0,
4508116,Rental unit in Vienna · ★4.28 · 1 bedroom · 1 bed · 1.5 baths,2327667,Andreas,,Brigittenau,48.2352,16.37854,Entire home/apt,62,2,111,2023-06-09,1.03,5,298,8,
3922961,Rental unit in Vienna · ★4.73 · 1 bedroom · 1 bed · 1 bath,20321724,Lumi,,Margareten,48.19131,16.35493,Entire home/apt,75,3,85,2023-08-10,0.78,2,313,13,
4508368,Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,23334772,Karin,,Leopoldstadt,48.22733,16.39555,Entire home/apt,55,30,4,2022-06-28,0.04,5,249,0,
3923762,Rental unit in Vienna · ★4.85 · 1 bedroom · 2 beds · 1 bath,14070533,Prestige Apartments Sabrina,,Innere Stadt,48.20874986260454,16.369722851526515,Entire home/apt,143,2,66,2023-08-27,0.60,55,53,45,
3923848,Rental unit in Vienna · ★4.82 · 1 bedroom · 1 bed · 1 bath,14070533,Prestige Apartments Sabrina,,Innere Stadt,48.2086587159959,16.369837813181515,Entire home/apt,143,2,89,2023-09-03,0.83,55,37,48,
3928582,Rental unit in Vienna · ★4.97 · 1 bedroom · 2 beds · 1 bath,20352584,Doris,,Alsergrund,48.22509,16.36306,Entire home/apt,96,2,37,2023-08-17,0.35,1,184,19,
4510882,Rental unit in Vienna · 1 bedroom · 3 beds · 1 bath,23389418,Miha,,Mariahilf,48.19203,16.33827,Entire home/apt,87,30,1,2015-01-04,0.01,1,363,0,
3955750,Villa in Vienna · ★5.0 · 2 bedrooms · 2 beds · 2 baths,3548611,Beatrix,,Ottakring,48.21587,16.28903,Entire home/apt,175,3,3,2023-06-12,0.25,2,250,3,
3976317,Rental unit in Vienna · ★4.79 · 2 bedrooms · 5 beds · 1 bath,1820023,Eva,,Leopoldstadt,48.21514,16.38477,Entire home/apt,195,1,218,2023-08-27,2.12,1,320,41,
4513777,Rental unit in Vienna · ★4.80 · 2 bedrooms · 4 beds · 1.5 baths,5857639,Alexander,,Margareten,48.18557,16.34563,Entire home/apt,118,5,5,2019-06-24,0.05,14,0,0,
3976781,Condo in Vienna · 4 bedrooms · 5 beds · 2.5 baths,20604577,Doris,,Dbling,48.24391,16.3544,Entire home/apt,90,30,2,2022-08-31,0.02,1,208,0,
4519597,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,23430736,Anastasia,,Ottakring,48.20917,16.32122,Entire home/apt,30,10,0,,,1,0,0,
4521181,Rental unit in Vienna · ★4.55 · 1 bedroom · 1 bed · 1 bath,13336646,Hotel Klimt,,Penzing,48.1969,16.28997,Entire home/apt,110,1,20,2023-07-09,0.19,8,346,1,
3981440,Serviced apartment in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,20637302,Valerie,,Alsergrund,48.22454,16.3569,Entire home/apt,99,3,3,2019-08-25,0.03,1,0,0,
4521933,Rental unit in Vienna · ★4.81 · 1 bedroom · 1 bed · 1 bath,23443905,Peter,,Landstra§e,48.19495,16.40701,Entire home/apt,257,1,16,2022-12-04,0.18,7,33,5,
3990449,Rental unit in Vienna · ★4.94 · Studio · 9 beds · 0 baths,13351038,Jee Soo,,Rudolfsheim-Fnfhaus,48.19306,16.33599,Entire home/apt,130,3,17,2023-08-15,0.94,1,312,12,
4528633,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,11794419,Diego,,Neubau,48.20483,16.3384,Private room,30,2,2,2015-05-31,0.02,2,0,0,
4538082,Rental unit in Vienna · ★4.88 · 1 bedroom · 1 bed · 1 bath,1751599,Thomas,,Leopoldstadt,48.21778,16.40393,Entire home/apt,85,4,282,2023-08-20,2.64,4,2,35,
3991302,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,20690087,Felix,,Rudolfsheim-Fnfhaus,48.1989,16.32841,Entire home/apt,55,13,0,,,1,0,0,
4570312,Loft in Vienna · ★4.66 · 1 bedroom · 1 bed · 1 bath,8645036,Alexander,,Margareten,48.18913,16.35428,Entire home/apt,69,4,59,2018-05-20,0.58,1,0,0,
3991944,Rental unit in Vienna · ★4.82 · 2 bedrooms · 2 beds · 1 bath,20693406,Lucie,,Leopoldstadt,48.22527,16.3867,Entire home/apt,87,1,307,2023-08-20,2.81,2,305,26,
4574802,Rental unit in Vienna · ★4.78 · 1 bedroom · 1 bed · 1 bath,13944486,Thomas,,Wieden,48.19136,16.3762,Entire home/apt,95,2,162,2020-01-02,1.52,1,103,0,
3993580,Home in Vienna · 4 bedrooms · 8 beds · 2 baths,14415540,Hermann,,Simmering,48.17481,16.42493,Entire home/apt,120,3,2,2016-10-06,0.02,5,279,0,
4723192,Rental unit in Vienna · 2 bedrooms · 3 beds · 1 bath,24395737,Leopold,,Mariahilf,48.18918,16.34626,Entire home/apt,115,3,1,2015-01-03,0.01,1,0,0,
4577367,Condo in Vienna · ★4.63 · 2 bedrooms · 1.5 baths,6802129,Ines,,Whring,48.22213,16.34122,Entire home/apt,80,1,125,2020-08-30,1.18,2,0,0,
4725031,Loft in Vienna · ★4.58 · 1 bedroom · 3 beds · 1 bath,24403804,Danny,,Rudolfsheim-Fnfhaus,48.187881008203746,16.323341205059414,Entire home/apt,120,2,25,2023-04-09,0.24,5,149,1,
4584280,Rental unit in Vienna · Studio · 2 beds · 1 bath,10640501,Emir,,Mariahilf,48.19676,16.34514,Entire home/apt,69,5,2,2016-01-05,0.02,1,0,0,
4585665,Condo in Vienna · ★4.77 · 1 bedroom · 2 beds · 1 bath,23251493,Barbara,,Landstra§e,48.2086,16.38999,Entire home/apt,40,95,39,2020-01-19,0.37,2,364,0,
4730954,Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1090685,Karin,,Brigittenau,48.23687,16.37881,Private room,34,3,5,2018-07-17,0.06,1,5,0,
4736567,Condo in Vienna · ★4.89 · 1 bedroom · 1 bed · 1 bath,6976115,Andreas,,Simmering,48.17171,16.41655,Entire home/apt,78,2,214,2023-08-25,2.04,1,178,32,
4591266,Condo in Vienna · ★4.94 · 1 bedroom · 2 beds · 1 bath,22832372,Edith,,Margareten,48.18804,16.35444,Entire home/apt,85,5,31,2023-01-01,0.29,1,308,4,
4751937,Rental unit in Vienna · ★4.97 · Studio · 1 bed · 1 bath,5307364,Marlies,,Margareten,48.18811,16.36046,Entire home/apt,94,7,184,2023-06-26,2.10,2,201,11,
4752559,Rental unit in Vienna · ★4.62 · 1 bedroom · 1 bed · 1.5 baths,24524913,Rosa,,Leopoldstadt,48.20359,16.40417,Entire home/apt,71,3,56,2023-07-20,0.53,1,266,12,
4594848,Rental unit in Vienna · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,23812539,Oxana,,Josefstadt,48.21287,16.34273,Entire home/apt,62,30,13,2023-05-31,0.13,1,88,1,
4758954,Rental unit in Vienna · ★4.93 · 1 bedroom · 2 beds · 1 bath,9719601,Christiana,,Neubau,48.20091,16.34603,Entire home/apt,92,2,321,2023-09-01,3.03,13,204,54,
4763624,Rental unit in Vienna · 2 bedrooms · 6 beds · 1 bath,21771038,Herbert,,Hietzing,48.18112,16.29883,Entire home/apt,65,90,1,2017-06-06,0.01,4,182,0,
4781153,Home in Vienna · 1 bedroom · 1 bed · 1 bath,1610679,Edward,,Donaustadt,48.20287,16.51974,Private room,48,7,0,,,2,365,0,
4809599,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,19227047,Sarah,,Margareten,48.19291,16.35948,Entire home/apt,60,4,0,,,1,0,0,
4812026,Rental unit in Vienna · ★4.78 · 2 bedrooms · 4 beds · 1.5 baths,18982651,Veronika & Johannes,,Innere Stadt,48.20816,16.35695,Entire home/apt,170,1,49,2019-05-26,0.46,3,0,0,
4604716,Rental unit in Vienna · ★4.89 · 2 bedrooms · 4 beds · 1 bath,18982651,Veronika & Johannes,,Innere Stadt,48.21006,16.35705,Entire home/apt,200,2,38,2020-02-02,0.36,3,0,0,
4814272,Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,8908066,Peter,,Brigittenau,48.23537,16.38289,Entire home/apt,90,3,11,2023-07-05,0.12,1,18,3,
4816291,Rental unit in Vienna · ★4.83 · 1 bedroom · 2 beds · 1 bath,14952347,Kemal,,Rudolfsheim-Fnfhaus,48.18411,16.32738,Entire home/apt,137,2,164,2023-01-05,1.55,8,325,3,
4818599,Rental unit in Vienna · 2 bedrooms · 2 beds · 1.5 baths,15667021,Arnold,,Rudolfsheim-Fnfhaus,48.19676,16.31978,Entire home/apt,45,5,2,2019-08-18,0.02,1,0,0,
4826756,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,24852288,Ilter,,Hernals,48.21848,16.33742,Private room,20,1,1,2016-02-29,0.01,1,0,0,
4605923,Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,21550170,Gabriella,,Leopoldstadt,48.21436,16.37768,Entire home/apt,105,2,58,2023-07-16,0.54,1,50,11,
4828010,Rental unit in Vienna · ★4.0 · 1 bedroom · 3 beds · 1 bath,7147147,Emmanuel,,Innere Stadt,48.21475,16.36983,Entire home/apt,150,1,18,2023-07-29,0.18,23,333,8,
4608719,Rental unit in Vienna · ★4.80 · 2 bedrooms · 4 beds · 1.5 baths,23883715,Susanne,,Whring,48.22564,16.33235,Entire home/apt,80,7,5,2016-08-19,0.05,1,0,0,
4836452,Rental unit in Vienna · ★4.75 · 1 bedroom · 1 bed · 2 baths,24892879,Joe,,Hietzing,48.1732,16.29827,Private room,9270,3,4,2015-08-27,0.04,1,0,0,
4610053,Rental unit in Vienna · ★4.86 · Studio · 2 beds · 1 bath,23853226,Jovana,,Landstra§e,48.19652,16.397,Entire home/apt,68,30,14,2017-10-19,0.13,2,265,0,
4610269,Rental unit in Vienna · ★4.81 · 2 bedrooms · 2 beds · 1 bath,23853226,Jovana,,Landstra§e,48.19574,16.39914,Entire home/apt,85,3,48,2023-08-13,0.45,2,207,4,
4617790,Rental unit in Vienna · ★3.92 · Studio · 1 bed · 1 bath,9866079,Markus,,Favoriten,48.17165,16.38638,Entire home/apt,44,85,12,2023-09-04,0.13,5,305,5,
4847275,Rental unit in Vienna · ★4.93 · 5 bedrooms · 7 beds · 3 baths,18982651,Veronika & Johannes,,Innere Stadt,48.20929,16.35633,Entire home/apt,563,1,254,2023-08-29,2.49,3,254,57,
4866180,Rental unit in Vienna · ★4.0 · 1 bedroom · 1 bed · 0 baths,25030684,Christine,,Rudolfsheim-Fnfhaus,48.18909,16.33706,Entire home/apt,40,2,7,2016-01-10,0.07,1,0,0,
4625663,Rental unit in Vienna · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,23958058,Peter,,Whring,48.23179,16.32242,Entire home/apt,75,4,158,2023-07-21,1.58,4,149,8,
4868308,Rental unit in Vienna · ★4.48 · 1 bedroom · 1 bed · 1 bath,16080341,Alexia,,Neubau,48.20569,16.34861,Entire home/apt,51,3,49,2020-03-06,0.46,1,0,0,
4627954,Rental unit in Vienna · ★4.72 · 1 bedroom · 1 bed · 1 bath,1547126,Anna & Vladan,,Innere Stadt,48.20407,16.36555,Entire home/apt,200,1,194,2022-09-26,1.82,55,299,2,
4638343,Rental unit in Vienna · ★4.92 · 1 bedroom · 2 beds · 1 bath,9719601,Christiana,,Neubau,48.20186,16.34391,Entire home/apt,81,2,276,2023-08-10,2.59,13,201,48,
4869234,Rental unit in Vienna · 2 bedrooms · 2 beds · 1 bath,25047381,Monika,,Rudolfsheim-Fnfhaus,48.19436,16.33297,Entire home/apt,60,1,0,,,1,0,0,
4652626,Rental unit in Vienna · ★4.64 · Studio · 2 beds · 1 bath,14070533,Prestige Apartments Sabrina,,Josefstadt,48.21407,16.35588,Entire home/apt,70,30,22,2023-07-17,0.21,55,10,15,
4875927,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,25084654,Lisa,,Leopoldstadt,48.22181,16.38817,Private room,34,12,0,,,1,0,0,
4670556,Rental unit in Vienna · ★4.71 · 1 bedroom · 2 beds · 1 bath,24160459,Doris,,Alsergrund,48.22437,16.35378,Entire home/apt,50,2,165,2023-09-06,1.68,2,273,15,
4676803,Rental unit in Vienna · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,2418146,Gisella,,Brigittenau,48.22873,16.37182,Entire home/apt,74,20,77,2023-08-09,0.73,18,280,2,
4876659,Rental unit in Vienna · ★4.50 · 2 bedrooms · 2 beds · 1.5 baths,25087787,Elen,,Innere Stadt,48.20111,16.36747,Entire home/apt,115,2,6,2015-11-29,0.06,1,0,0,
4678911,Rental unit in Vienna · ★4.90 · Studio · 1 bed · 1 bath,16895287,Wolfgang,,Leopoldstadt,48.21504,16.37702,Entire home/apt,85,3,294,2023-08-31,2.80,2,80,22,
4876670,Rental unit in Vienna · ★4.75 · 1 bedroom · 3 beds · 1.5 baths,24403804,Danny,,Rudolfsheim-Fnfhaus,48.18805326188005,16.32547211174091,Entire home/apt,120,2,40,2022-06-14,0.41,5,140,0,
4878316,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,25080746,Lukas,,Alsergrund,48.21815,16.34534,Entire home/apt,25,1,0,,,1,0,0,
4682516,Rental unit in Vienna · ★4.91 · 1 bedroom · 2 beds · 1 bath,24215340,Chiao-Hua,,Josefstadt,48.21319,16.35029,Entire home/apt,78,3,111,2023-08-20,1.05,1,152,14,
4699505,Rental unit in Leopoldstadt · ★4.40 · 1 bedroom · 1 bath,6471411,Beate,,Leopoldstadt,48.2163,16.37614,Entire home/apt,98,5,10,2022-09-14,0.09,2,343,1,
4879041,Home in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 private bath,7014211,Sabine,,Brigittenau,48.2346,16.36894,Private room,45,1,15,2022-12-21,0.33,2,71,9,
4711817,Rental unit in Vienna · ★4.77 · 1 bedroom · 2 beds · 1 bath,24350228,Karin,,Ottakring,48.21734,16.31635,Entire home/apt,36,1,13,2023-07-09,1.49,2,58,13,
4882995,Rental unit in Vienna · ★4.92 · 1 bedroom · 1 bed · 1 bath,25121553,Judith,,Donaustadt,48.24136,16.43505,Entire home/apt,91,2,50,2022-12-02,0.49,3,242,2,
4722012,Rental unit in Vienna · ★4.82 · 1 bedroom · 1 bed · 1 private bath,17145906,Isabelle,,Josefstadt,48.20912,16.34017,Private room,60,3,17,2023-05-15,0.19,2,182,1,
5304544,Loft in Vienna · ★4.93 · 1 bedroom · 1 bed · 1 private bath,27474034,Olivier,,Neubau,48.20442,16.35413,Private room,66,2,391,2023-08-21,3.77,1,68,71,
4883356,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,8887050,Max,,Margareten,48.19521,16.35849,Entire home/apt,95,1,2,2016-06-20,0.02,1,0,0,
5312137,Guest suite in Vienna · ★4.65 · 2 bedrooms · 1 bed · 1 bath,26940706,Hotel Josefshof,,Josefstadt,48.20946,16.35505,Entire home/apt,66,2,100,2023-07-15,1.22,5,319,19,
4883788,Rental unit in Vienna · Studio · 2 beds · 1 bath,819001,Anthony,,Favoriten,48.17062,16.37414,Entire home/apt,40,1,1,2015-01-02,0.01,1,0,0,
5314551,Rental unit in Vienna · ★4.61 · 2 bedrooms · 4 beds · 1 bath,22607058,Estrella & Gerald,,Landstra§e,48.20953,16.39096,Entire home/apt,151,2,75,2021-11-03,0.73,4,42,0,
4892153,Rental unit in Vienna · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,25171970,Tunç,,Josefstadt,48.21112,16.33939,Private room,29,2,23,2017-06-17,0.23,2,0,0,
5317775,Rental unit in Vienna · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,2509597,Matija,,Hietzing,48.18523,16.29303,Entire home/apt,33,3,72,2023-06-22,0.70,1,0,5,
4893888,Rental unit in Vienna · ★4.54 · 1 bedroom · 1 bed · 1 bath,25182887,Konstantin,,Hietzing,48.17645,16.27195,Private room,50,2,201,2023-08-08,1.96,2,359,13,
5322320,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,12783006,Johanna,,Alsergrund,48.22583,16.35477,Private room,17,1,2,2015-08-10,0.02,1,0,0,
4895018,Rental unit in Vienna · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,18187202,Katharina,,Landstra§e,48.21193,16.388,Entire home/apt,85,2,75,2023-07-09,0.74,4,232,34,
4895533,Rental unit in Vienna · ★4.86 · 1 bedroom · 4 beds · 1 bath,5922712,Walter,,Hietzing,48.18271255493164,16.289276123046875,Entire home/apt,80,7,7,2021-08-21,0.10,1,348,0,
5326717,Rental unit in Vienna · 3 bedrooms · 6 beds · 1 bath,18923861,Elisabeth,,Brigittenau,48.23,16.37181,Entire home/apt,80,1,1,2015-07-26,0.01,1,0,0,
4897350,Rental unit in Vienna · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,25205867,Christoph,,Dbling,48.26083,16.36457,Entire home/apt,213,3,7,2021-08-05,0.08,1,0,0,
5328413,Rental unit in Vienna · ★4.16 · 2 bedrooms · 6 beds · 1 bath,27610444,Harald,,Penzing,48.19015,16.3062,Entire home/apt,70,2,62,2020-10-04,0.61,3,1,0,
4915478,"Rental unit in Wien, 14. Bezirk · 1 bedroom · 2 beds · 1 bath",16805305,Susanne,,Penzing,48.21536,16.22845,Entire home/apt,41,30,2,2023-08-20,0.03,1,12,1,
5336807,Rental unit in Vienna · ★4.25 · 2 bedrooms · 6 beds · 1 bath,27610444,Harald,,Penzing,48.18868,16.3044,Entire home/apt,70,2,76,2020-01-06,0.74,3,0,0,
4915716,Rental unit in Vienna · ★4.57 · 1 bedroom · 2 beds · 1.5 baths,25300586,France,,Neubau,48.19991,16.35385,Entire home/apt,64,2,467,2023-08-24,4.42,2,98,76,
5345628,Rental unit in Vienna · ★4.87 · 2 bedrooms · 2 beds · 1.5 baths,5515546,Ingrid,,Leopoldstadt,48.21826,16.37768,Entire home/apt,90,2,86,2023-08-13,0.83,2,1,11,
4918549,Condo in Vienna · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,25333071,Irma,,Neubau,48.20361,16.3461,Private room,29,2,48,2020-02-29,0.47,2,0,0,
5348896,Rental unit in Vienna · ★4.89 · 1 bedroom · 1 bed · 1 bath,27723015,Marlies,,Landstra§e,48.20864,16.38867,Entire home/apt,54,4,18,2018-12-04,0.20,1,0,0,
4928101,Rental unit in Vienna · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,24173707,Evan,,Dbling,48.23287,16.35393,Shared room,20,1,27,2016-07-08,0.26,2,0,0,
5358412,Rental unit in Vienna · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,27775775,Rene,,Rudolfsheim-Fnfhaus,48.19216,16.33025,Shared room,29,1,611,2023-09-05,5.93,81,309,89,
4964929,Rental unit in Vienna · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,4608935,Christoph,,Mariahilf,48.19974,16.36036,Entire home/apt,165,2,103,2023-09-01,1.49,1,256,51,
5361955,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,5915050,Tadeas,,Neubau,48.2071,16.34142,Entire home/apt,56,1,0,,,1,0,0,
4970887,Rental unit in Vienna · ★4.86 · 2 bedrooms · 4 beds · 2 baths,6571299,Jochen,,Margareten,48.19168,16.35766,Entire home/apt,180,5,24,2016-07-31,0.23,5,6,0,
4971402,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,6571299,Jochen,,Meidling,48.18826,16.34121,Entire home/apt,65,90,0,,,5,0,0,
4975085,Rental unit in Vienna · ★5.0 · 2 bedrooms · 6 beds · 1 bath,25644796,Ani,,Meidling,48.1744,16.32578,Entire home/apt,100,1,3,2019-08-23,0.05,1,0,0,
5369769,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,27835367,Bugra,,Rudolfsheim-Fnfhaus,48.19973,16.33691,Entire home/apt,50,1,1,2015-06-29,0.01,2,0,0,
5369788,Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,27835367,Bugra,,Josefstadt,48.21113,16.34164,Private room,25,1,3,2016-01-03,0.03,2,0,0,
4975348,Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,25646506,Christine,,Rudolfsheim-Fnfhaus,48.20338,16.33209,Private room,55,2,0,,,1,0,0,
5370894,Rental unit in Vienna · ★4.75 · 1 bedroom · 1 bed · 1 bath,27841372,Gabriel,,Neubau,48.20605,16.34085,Entire home/apt,70,1,4,2016-08-07,0.05,1,0,0,
4981184,Condo in Vienna · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,25678567,Natalie,,Simmering,48.17392,16.4176,Private room,30,2,20,2020-01-10,0.33,1,0,0,
5378286,Rental unit in Vienna · ★4.60 · 1 bedroom · 2 beds · 1 bath,27881045,Elise,,Favoriten,48.17854,16.36545,Entire home/apt,40,10,5,2015-08-19,0.05,1,0,0,
4984196,Rental unit in Vienna · ★4.97 · 1 bedroom · 1 bed · 1 bath,5307364,Marlies,,Margareten,48.18811,16.36046,Entire home/apt,99,7,224,2023-08-09,2.13,2,276,13,
5017094,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,2689954,Diana,,Wieden,48.19149,16.37577,Entire home/apt,70,1,0,,,2,0,0,
5379217,Rental unit in Vienna · ★4.47 · 2 bedrooms · 6 beds · 1 bath,27885077,Peter,,Mariahilf,48.19088,16.34835,Entire home/apt,90,3,51,2023-08-01,0.50,4,57,7,
5018095,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,2689954,Diana,,Margareten,48.18458,16.36672,Private room,40,1,0,,,2,0,0,
5382851,Rental unit in Vienna · ★4.84 · 3 bedrooms · 3 beds · 1 bath,27901457,Susanne,,Landstra§e,48.19862,16.39975,Entire home/apt,106,5,108,2022-11-19,1.06,1,245,3,
5020681,Rental unit in Vienna · ★4.81 · 1 bedroom · 2 beds · 1 bath,15884441,Ruth,,Leopoldstadt,48.22068,16.38278,Entire home/apt,122,2,337,2023-09-03,3.24,3,135,34,
5042777,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,26035521,Claudia,,Landstra§e,48.20915,16.39244,Private room,55,3,0,,,1,0,0,
5399287,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,27989138,Camilo,,Alsergrund,48.2235,16.35282,Entire home/apt,70,2,0,,,1,0,0,
5055235,Rental unit in Vienna · 1 bedroom · 2 beds · 1.5 baths,15368936,Julia,,Rudolfsheim-Fnfhaus,48.19955,16.33768,Entire home/apt,150,5,0,,,1,0,0,
5404640,Loft in Vienna · ★4.92 · 1 bedroom · 2 beds · 1 bath,5249046,Verena,,Wieden,48.19021,16.37295,Entire home/apt,65,2,109,2020-02-09,1.08,1,0,0,
5074517,Rental unit in Vienna · ★4.85 · 1 bedroom · 2 beds · 1 bath,5218168,Georg,,Innere Stadt,48.20221,16.36357,Entire home/apt,125,2,155,2023-08-20,1.48,1,302,10,
5412411,Rental unit in Vienna · ★4.82 · 1 bedroom · 2 beds · 1.5 baths,13680291,Stefanie,,Dbling,48.25694,16.34275,Entire home/apt,80,2,52,2021-10-18,0.50,1,0,0,
5080242,Rental unit in Vienna · ★4.64 · 1 bedroom · 2 beds · Half-bath,17858474,Elisabeth,,Margareten,48.19452,16.35909,Entire home/apt,55,2,33,2015-10-25,0.31,1,0,0,
5081013,Rental unit in Vienna · ★4.67 · Studio · 2 beds · 1 bath,23443905,Peter,,Landstra§e,48.19494,16.407,Entire home/apt,207,1,12,2022-11-26,0.20,7,38,1,
5101125,Rental unit in Vienna · ★4.89 · 1 bedroom · 1 bed · 1 bath,26356935,Yannick,,Leopoldstadt,48.21921,16.40375,Private room,39,2,28,2017-09-30,0.27,1,0,0,
5418530,Condo in Vienna · 2 bedrooms · 2 beds · 2 baths,28091107,Dominic,,Alsergrund,48.22429,16.36727,Entire home/apt,264,2,0,,,1,0,0,
5101813,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,26357504,Nadja,,Neubau,48.20696,16.33861,Entire home/apt,48,4,0,,,1,0,0,
5102698,Rental unit in Vienna · 2 bedrooms · 4 beds · 2 baths,2713819,Barbara,,Leopoldstadt,48.2222,16.38228,Entire home/apt,99,2,1,2016-02-19,0.01,1,0,0,
5420466,Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,28100953,Alexander,,Rudolfsheim-Fnfhaus,48.20087,16.3307,Entire home/apt,180,1,0,,,1,0,0,
5442417,Rental unit in Vienna · ★5.0 · 1 bedroom · 5 beds · 1 bath,3050277,Florian,,Hernals,48.2167,16.33067,Entire home/apt,100,3,3,2016-03-31,0.03,1,0,0,
5104670,Rental unit in Vienna · ★4.66 · 1 bedroom · 1 bed · 1 bath,26196389,Anastasia,,Whring,48.22445,16.33718,Entire home/apt,60,2,39,2017-06-11,0.37,3,0,0,
5455877,Rental unit in Vienna · 2 bedrooms · 2 beds · 1 bath,20328424,Lukas,,Rudolfsheim-Fnfhaus,48.19392,16.32045,Entire home/apt,135,1,0,,,1,0,0,
5466040,Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,28043282,Charlotte,,Landstra§e,48.20032,16.40101,Entire home/apt,50,1,1,2015-05-03,0.01,1,0,0,
5109180,Rental unit in Vienna · ★4.80 · Studio · 1 bed · 1.5 baths,113168,Cristina,,Leopoldstadt,48.21623,16.38238,Entire home/apt,62,1,619,2023-08-30,5.94,3,149,75,
